message,sports
"#OTD 3️⃣ years ago, #F1 and #Motorsport lost a legend.

#DankeNiki",sports
"Fresh from its dominating win over ATK Mohun Bagan, two-time #HeroILeague champion @GokulamKeralaFC will look to put one foot in the inter-zone semifinal with a victory over Maziya Sports & Recreation Club in the #AFCCup2022 

#IndianFootball 

bit.ly/3sMrw8k",sports
"Ariarne Titmus narrowly missed the world record in a sizzling 200m freestyle swim at the Australian championships on Friday as fellow Olympic champion Kaylee McKeown took out the 100m backstroke crown.

#swimming 

bit.ly/3Py40Ww",sports
"⚽⚽ 
 
Anirudh Thapa signs up for two more years with Chennaiyin FC. 
 
He will continue to represent the club until the summer of 2024. 
 
#ISL  
 
👉 https://bit.ly/3ltDa43",sports
"Two-time Olympic medallist P V Sindhu beat World No. 1 Akane Yamaguchi of Japan in three games to make it to the semifinals of the #ThailandOpen2022 

#Badminton 

Details 👉🏻 bit.ly/3G1fddX",sports
"P V Sindhu is through to the #ThailandOpen2022 semis with a 21-15, 20-22, 21-13 win over Japan's Akane Yamaguchi in 51 minutes. 
 
Sindhu faces Olympic champion Chen Yu Fei of China in the final four match on Saturday. 
 
HIGHLIGHTS: https://bit.ly/3sLdWC4",sports
"Sindhu leads 11-7 in the deciding third game of the quarterfinal. 
 
#ThailandOpen2022  
 
LIVE: https://sportstar.thehindu.com/badminton/sindhu-vs-yamaguchi-live-thailand-open-quarterfinal-2022/article38495387.ece?%3f",sports
"World No. 1 Yamaguchi has turned it around to win the second game 22-20 and take this to a decider. 
 
#ThailandOpen2022  
 
LIVE: https://sportstar.thehindu.com/badminton/sindhu-vs-yamaguchi-live-thailand-open-quarterfinal-2022/article38495387.ece?%3f",sports
"Sindhu wins ten of the last eleven points to lead 11-5 at the mid-game interval in the second game. 
 
#ThailandOpen2022  
 
LIVE: https://sportstar.thehindu.com/badminton/sindhu-vs-yamaguchi-live-thailand-open-quarterfinal-2022/article38495387.ece",sports
"Sindhu wins the opening game 21-15.

  
#ThailandOpen2022   
  
LIVE: https://sportstar.thehindu.com/badminton/sindhu-vs-yamaguchi-live-thailand-open-quarterfinal-2022/article38495387.ece",sports
"P V Sindhu leads Akane Yamaguchi 11-9 in the opening game of the Thailand Open Super 500 quarterfinal at the Impact Arena in Bangkok. 
 
#ThailandOpen2022  
 
LIVE: https://sportstar.thehindu.com/badminton/sindhu-vs-yamaguchi-live-thailand-open-quarterfinal-2022/article38495387.ece",sports
"As Gareth Bale gets ready to leave #RealMadrid  as a free agent, Ancelotti says it is important to recognise the contribution that the Welshman has made to club and called on fans to give him a fitting farewell. 
#LaLiga 

http://tiny.cc/ensruz",sports
"Neeraj Chopra and Nikhat Zareen have become good friends while training together at IIS Vijayanagar. Watching someone she had eaten, trained, and bonded with win the Olympic title made Nikhat believe she could do the same herself.

By Jonathan Selvaraj 👉 bit.ly/NikhatWC",sports
"Crystal Palace manager Patrick Vieira was involved in an altercation with a fan in the wake of 3-2 #PremierLeague  defeat at Everton and could face a Football Association investigation into the incident.

http://tiny.cc/eksruz",sports
"Djokovic risked being frozen out of #RolandGarros due to his vaccine stance but earned a reprieve when France lifted restrictions in almost all public spaces in March. 

http://tiny.cc/sgsruz",sports
"In a year of memorable firsts for Carlos Alcaraz, the 19-year-old Spaniard has transformed himself from being just another fresh face with immense potential to a genuine threat on the men's tour and a favourite for the #RolandGarros 

http://tiny.cc/igsruz",sports
"A chronic foot issue may be the biggest threat to Rafael Nadal's bid for a record-extending 14th French Open trophy this month. 
#RolandGarros 

http://tiny.cc/egsruz",sports
"⏩ RCB beat GT by 8 wickets in #IPL2022 
⏩ Nikhat Zareen clinched gold 🏅 at #IBAWWC2022 

⏩ P V Sindhu advanced to the QFs of #ThailandOpen2022 🏸
All this and much more, in our Daily briefing.",sports
"Manchester United's new manager Erik ten Hag has reportedly arrived in England and is set to attend the ailing giants' final game of the Premier League season 
https://bit.ly/3wvHmVS",sports
"Novak Djokovic and Rafael Nadal could potentially face each other in the quarterfinal of the 2022 French Open, which begins in Paris on May 22. 
 
#RolandGarros 
 
https://sportstar.thehindu.com/tennis/french-open-2022-draw-seedings-roland-garros-nadal-djokovic-swiatek/article38495222.ece",sports
,sports
,sports
"It has been an incredible, 12-year-long journey in boxing for Nikhat Zareen.  
 
Her sisters and mother Parveen Sultana followed each minute of that final which saw Nikhat clinch her first World Championship medal - gold no less.  
 
More from VV Subrahmanyam 👉 bit.ly/NikhatChamp",sports
"On 🔝 of the world 🇮🇳 
 
Congratulations Nikhat Zareen, World Champion! 🔥🥇",sports
"'This is the day we have been waiting for. This is the greatest moment for our entire family,"" says Nikhat Zareen's mother, Parveen Sultana.  
 
#NikhatZareen  
https://bit.ly/3Mxxwto",sports
"In 2018, Nadal had won his 11th French Open title, matching Margaret Court’s all-time record for the most number of times a player had won a single Major, & the tears at trophy presentation showed how much the clay Major still meant to him. 
 
#RolandGarros 
 
By Nihit Sachdeva

https://bit.ly/3wu2zB1",sports
"🚨 BREAKING: Nikhat Zareen wins gold at the Women's Boxing World Championships in Turkey.  
 
She becomes India's fifth gold medallist in the history of the tournament, joining a club featuring Mary Kom, Sarita Devi, Jenny RL and Lekha KC.

More details here: bit.ly/38E0LMC",sports
"It has been an incredible, 12-year-long journey in the world of boxing for new World Champion Nikhat Zareen 🥇 
 
For someone who hated to lose - in the ring and in life, Nikhat is an embodiment of an indefatigable spirit with an intense desire to succeed. 
https://bit.ly/3yRbhe2",sports
"Sri Lanka recovered from early trouble to hold out Bangladesh and draw the series-opening Test on the fifth day. #BANvSL  
https://bit.ly/3PqGScB",sports
"JUST IN: PV Sindhu vs Akane Yamaguchi in the #ThailandOpen quarterfinals! 🔥🔥 
 
Details 👉  bit.ly/3lnRH11",sports
"🚨The Indian Premier League final will start at 8pm instead of 7.30pm, with the BCCI planning a closing ceremony featuring A. R. Rahman and Ranveer Singh ahead of the game.

bit.ly/3wG0uAy",sports
"🚨 The Supreme Court has imposed a one-year jail sentence on Navjot Singh Sidhu in a 1988 road rage case.

#NavjotSinghSidhu

👉 https://bit.ly/3sJUtSw",sports
"Kane Williamson had a poor season in the #IPL2022  but New Zealand coach Gary Stead said a change in format from Twenty20s to tests will help the 31-year-old rediscover form in next month's three-match series in England.

Read more",sports
"India's #ThomasCup win has been compared to the 1983 Cricket World Cup victory. Srikanth Kidambi certainly agrees and hopes the same kind of success follows for Indian badminton. 

Story by Jonathan Selvaraj 👉 bit.ly/3lpPrGx

#Badminton | #ThomasCup2022",sports
"#Chelsea  captain Azpilicueta is continuing to talk with the London club about his future, manager Thomas Tuchel said, amid media speculation Azpilicueta may be considering an offer from #Barcelona. 
http://tiny.cc/k2rruz",sports
"Eintracht Frankfurt beat Rangers 5-4 on penalties on Wednesday to win the #UEFAEuropaLeague  final and claim their first European trophy in 42 years. 

http://tiny.cc/bzqruz",sports
"⏩LSG beat KKR by 2 runs and qualified for playoffs in #IPL2022 
⏩ Eintracht Frankfurt defeat Rangers 5-4 on penalties to clinch the #UEFAEuropaLeague 🏅
⏩ Nikhat Zareen reaches Women's World Boxing Championship final 📈

All this and much more, in our #dailybriefing ☕️📰",sports
"Royal Challengers Bangalore (RCB) will need a big win over Gujarat Titans (GT) in their last league stage match here on Thursday to keep its IPL playoff hopes alive.

#IPL2022 #RCBvsGT 

bit.ly/37UPOWv",sports
"Esha Singh ( @singhesha10 ), who bagged three gold medals in the ISSF Junior World Cup discusses about her success story in Germany.

#shooting

bit.ly/3wrkAQ8",sports
"Kerala’s female cricketers have begun to dream of playing for India, with Keerthi James becoming the first from the state in #WT20Challenge , writes PK Ajith Kumar

bit.ly/3lFjpGZ",sports
"#Chelsea is aware of Leicester City's recent rich vein of form in front of goal and will not let its guard down when the teams meet in the #PremierLeague , Thomas Tuchel said.

#CHELEI 

bit.ly/3wAM1pH",sports
"#Formula1 2022 season will be reduced to 22 races after the sport said it would not be replacing the cancelled Russian Grand Prix on September 25 despite interest from other countries.

bit.ly/37VgqXq",sports
"#ManCity women midfielder Jill Scott will leave the club this summer after nine years at the FA Women's Super League side.

#WSL

bit.ly/3PreE1b",sports
