message,technews
"Researchers have found a backdoor in multiple versions of a WordPress plugin called School Management Pro that gives attackers complete control over websites that use it.

Read: https://thehackernews.com/2022/05/researchers-find-backdoor-in-school.html",technews
"Cisco releases security patches for a new vulnerability in its IOS XR software that has been exploited in real-world attacks to access Redis instances.

Read details — https://thehackernews.com/2022/05/cisco-issues-patches-for-new-ios-xr.html",technews
"Microsoft has discovered that the activity of the Linux botnet malware known as ""XorDdos"" has increased by 254% in the last six months.

Read: https://thehackernews.com/2022/05/microsoft-warns-rise-in-xorddos-malware.html",technews
"Google researchers have pointed fingers at spyware company Cytrox for developing exploits for 5 zero-day vulnerabilities, including 4 in Chrome and 1 in Android, to remotely hack targeted Android devices.

Read: https://thehackernews.com/2022/05/cytroxs-predator-spyware-target-android.htm",technews
"Researchers discover a new Rust Crate Registry's software supply chain attack targeting cloud continuous integration (CI) pipelines with malware written in the Go language.

Read: https://thehackernews.com/2022/05/researchers-uncover-rust-supply-chain.html",technews
"The North Korean-backed Lazarus hacker group has been observed exploiting the Log4Shell vulnerability in VMware Horizon servers to deploy the NukeSped implant ( aka Manuscrypt) against targets in its southern counterpart.

Read: https://thehackernews.com/2022/05/hackers-exploiting-vmware-horizon-to.html",technews
"QNAP urges its users to update their network-attached storage (NAS) devices immediately to prevent a new wave of Deadbolt ransomware attacks.

Read details: https://thehackernews.com/2022/05/qnap-urges-users-to-update-nas-devices.html",technews
"A novel Bluetooth relay attack could allow attackers to remotely unlock and operate cars, open smart locks in residential buildings, and breach secured areas more easily than ever before.

Read: https://thehackernews.com/2022/05/new-bluetooth-hack-could-let-attackers.html",technews
"Google has patched a high-severity vulnerability in its OAuth library for Java that could be exploited by a malicious actor with a compromised token to trigger arbitrary payloads.

Read: https://thehackernews.com/2022/05/high-severity-bug-reported-in-googles.html",technews
"Web trackers running in the background of several of the world's most popular websites are intercepting emails and passwords of visitors even before they submit an online form.

Read: https://thehackernews.com/2022/05/web-trackers-caught-intercepting-online.html",technews
"VMware has issued patches to address two new vulnerabilities — CVE-2022-22972 and CVE-2022-22973 — affecting Workspace ONE Access, Identity Manager and vRealize Automation, which can be exploited to backdoor enterprise networks.

Read: https://thehackernews.com/2022/05/vmware-releases-patches-for-new.html",technews
"Researchers reveal the inner working of a cybercriminal group known as ""Wizard Spider,"" providing unprecedented visibility into its structure, background, and motivations.

Read details — https://thehackernews.com/2022/05/researchers-expose-inner-working-of.html",technews
"Microsoft warns of a new malicious campaign targeting SQL Servers that involves use of a built-in PowerShell utility (sqlps.exe) to achieve fileless persistence on compromised systems.

Read: https://thehackernews.com/2022/05/hackers-gain-fileless-persistence-on.html",technews
"U.S. State Department, Treasury Department, and FBI warn that highly skilled North Korean software and app developers are posing as ""non-DPRK nationals"" to work as freelancers or IT consultants enabling the regime's malicious cyberattacks.

Read: https://thehackernews.com/2022/05/us-warns-against-north-korean-hackers.html",technews
"Microsoft warns against ""cryware"" malware that steals information and exfiltrates data directly from untrusted cryptocurrency wallets.

Read: https://thehackernews.com/2022/05/microsoft-warns-of-cryware-info.html",technews
"Russian Conti ransomware gang has threatened to overthrow the newly elected government of Costa Rica with a cyberattack and has increased its ransom demand to $20 million in order to obtain a decryption key to unlock the hacked systems.

Read: https://thehackernews.com/2022/05/russian-conti-ransomware-gang-threatens.html",technews
"More than 200 apps masquerading as fitness, photo editing, and puzzle apps on Google Play Store have been caught infecting users' Android devices with the Facestealer spyware, which steals credentials and valuable cryptocurrency information.

https://thehackernews.com/2022/05/over-200-apps-on-play-store-caught.html",technews
"In a first-of-its-kind study, researchers have demonstrated a novel attack surface that could allows malware to be executed on the iPhone while the phone is ""OFF"".

Read: https://thehackernews.com/2022/05/researchers-find-way-to-run-malware-on.html",technews
"Researchers are warning about a new malware toolkit called ""Eternity Project"" that allows professional and amateur cybercriminals to buy stealers, clippers, worms, miners, #ransomware, and a distributed denial of service (DDoS) bot.

Read: https://thehackernews.com/2022/05/researchers-warn-of-eternity-project.html",technews
"A 28-year-old Ukrainian national has been sentenced to four years in prison for siphoning thousands of server credentials and selling them on the darkweb to make money.

Read: https://thehackernews.com/2022/05/ukrainian-hacker-jailed-for-4-years-in.html",technews
"European Parliament announced a ""provisional agreement"" on NIS2, a new directive that aims to improve cybersecurity by setting stricter ground rules for critical industries such as energy, financial markets, health, and digital infrastructure.

https://thehackernews.com/2022/05/europe-agrees-to-adopt-new-nis2.html",technews
"SonicWall has published an advisory warning of three new vulnerabilities in its Secure Mobile Access (SMA) 1000 appliances, including a high-threat authentication bypass vulnerability.

Read: https://thehackernews.com/2022/05/sonicwall-releases-patches-for-new.html",technews
"Google has announced the creation of a new ""Open Source Maintenance Crew"" to focus on improving the cybersecurity of critical open source projects.

Read: https://thehackernews.com/2022/05/google-created-open-source-maintenance.html",technews
"Jordan's foreign ministry has been targeted by a spear-phishing campaign dropping a stealthy backdoor dubbed Saitama.

Read: https://thehackernews.com/2022/05/new-saitama-backdoor-targeted-official.html",technews
"Zyxel has released a patch to address a critical security vulnerability affecting firewall devices that can allow unauthenticated and remote attackers to gain arbitrary code execution.

Read: https://thehackernews.com/2022/05/zyxel-releases-patch-for-critical.html",technews
"Iranian hackers leverage legitimate tools like BitLocker and DiskCryptor in ransomware attacks against organizations in Israel, the U.S., Europe, and Australia.

Read: https://thehackernews.com/2022/05/iranian-hackers-leveraging-bitlocker.html",technews
"European Commission has proposed a new regulation that would require technology companies to scan for child sexual abuse material (CSAM) and grooming behavior, raising #privacy concerns about the potential impact on end-to-end encryption.

https://thehackernews.com/2022/05/eu-proposes-new-rules-for-tech.html",technews
"Researchers have identified a massive campaign responsible for injecting malicious JavaScript code into thousands of compromised WordPress websites that redirect visitors to scam pages and other malicious websites to generate illegitimate traffic.

Read: https://thehackernews.com/2022/05/thousands-of-wordpress-sites-hacked-to.html",technews
"⭐ EXCELLENT!!!

Google will soon allow users to generate virtual credit cards when making online payments via the Chrome browser and Android — an important step towards protecting real credit cards.

Details: https://thehackernews.com/2022/05/blog-post.html",technews
"Cybersecurity agencies from Australia, Canada, New Zealand, the United Kingdom and the United States jointly issued a warning Wednesday about threats targeting managed service providers (MSPs) and their customers.

Read: https://thehackernews.com/2022/05/government-agencies-warned-of-increase.html",technews
"Experts unveil IceApple post-exploitation framework hackers used on hacked Microsoft Exchange servers to facilitate credential harvesting from local/remote host registries, credential logging on OWA servers, reconnaissance & data exfiltration.

https://thehackernews.com/2022/05/hackers-deploy-iceapple-exploitation.html",technews
"Following reports of active exploitation in the wild, the U.S. cybersecurity agency (CISA) is urging companies to patch the newly discovered vulnerability in F5 BigIP which could allow attackers to take over multi-purpose network devices.

Read: https://thehackernews.com/2022/05/cisa-urges-organizations-to-patch.html",technews
"Espionage-focused hacking group Bitter APT, known for its attacks on China, Pakistan, and Saudi Arabia, is now targeting government organisations in Bangladesh as part of an ongoing campaign that began in August 2021.

https://thehackernews.com/2022/05/bitter-apt-hackers-add-bangladesh-to.html",technews
"Cybersecurity researchers warn of Nerbian RAT, a new remote-access trojan (RAT) malware written in the Go programming language, that is attacking businesses in Italy, Spain, and the United Kingdom.

Read: https://thehackernews.com/2022/05/researchers-warn-of-nerbian-rat.html",technews
"Researchers uncover a new NPM supply-chain attack campaign in which attackers distribute malicious packages to compromise leading German industrial companies.

Read: https://thehackernews.com/2022/05/malicious-npm-packages-target-german.html",technews
"Five Eyes nations, along with Ukraine and the EuropeanUnion officially blamed Russia for masterminding the cyberattack on an international satellite communication provider that had a ""spillover"" effect across Europe.

Read: https://thehackernews.com/2022/05/eu-blames-russia-for-cyberattack-on-ka.html",technews
"Microsoft releases patches for 74 newly reported security vulnerabilities, including one for a ZERO-DAY bug that is actively being exploited in the wild.

Read details: https://thehackernews.com/2022/05/microsoft-releases-fix-for-new-zero-day.html",technews
"Analysis of some new REvil ransomware samples shows that the notorious cybercriminal gang has resumed its activities after six months of inactivity.

Read: https://thehackernews.com/2022/05/new-revil-samples-indicate-ransomware.html",technews
"Cybersecurity researchers have dissected the inner workings of an information-stealing malware called Saintstealer that's designed to siphon credentials and system information.

Read: https://thehackernews.com/2022/05/experts-detail-saintstealer-and-prynt.html",technews
"A vulnerability (CVE-2022-29972) in #Microsoft Azure Synapse and Azure Data Factory could have led to remote code execution attacks, allowing attackers to gain control of other Synapse workspaces and leak sensitive data, including Azure service keys and API tokens, as well as passwords for other services.

Read: https://thehackernews.com/2022/05/microsoft-mitigates-rce-vulnerability.html",technews
"U.S. PHMSA agency is proposing nearly $1 million in penalties against Colonial Pipeline for violating several federal pipeline safety regulations while dealing with a massive ransomware attack last year.

Read: https://thehackernews.com/2022/05/us-proposes-1-million-fine-on-colonial.html",technews
"RubyGems package manager has fixed a critical bug that would have allowed attackers to remove gems and replace them with malicious versions.

Read: https://thehackernews.com/2022/05/critical-gems-takeover-bug-reported-in.html",technews
"Cybersecurity researchers have shed light on an actively maintained remote access trojan called DCRat ( aka DarkCrystal RAT), which can be purchased for ""dirt-cheap"" prices, making it accessible to both professional criminals and novices.

Read: https://thehackernews.com/2022/05/experts-sound-alarm-on-dcrat-backdoor.html",technews
"Cybercriminals are once again abusing Google Play Store to spread a new set of trojanized apps that infect Android devices with the Joker malware.

Read: https://thehackernews.com/2022/05/another-set-of-joker-trojan-laced.html",technews
"Ukraine's CERT warns citizens of a new wave of cyberattacks, infecting compromised systems with a new malware called Jester Stealer that steals login credentials, cookies, and credit card information along with data from passwords managers, chat messengers, email clients, crypto wallets, and gaming apps to the attackers.

Read: https://thehackernews.com/2022/05/ukrainian-cert-warns-citizens-of-new.html",technews
"U.S. State Department is offering a reward of up to $10 million for information leading to the identification of key individuals who are part of the notorious Conti ransomware gang.

Read: https://thehackernews.com/2022/05/us-offering-10-million-reward-for.html",technews
"Researchers have developed an exploit for the latest remote code execution vulnerability in F5's BIG-IP family of products.

Details: https://thehackernews.com/2022/05/researchers-develop-rce-exploit-for.html",technews
"U.S. Treasury Department has sanctioned cryptocurrency mixer ""Blender"" for helping North Korean hackers launder millions of dollars.

Read: https://thehackernews.com/2022/05/us-sanctions-cryptocurrency-mixer.html",technews
"A new fileless malware has been discovered that takes advantage of Windows event logs to hide chunks of shellcode for the first time in the wild.

Details: https://thehackernews.com/2022/05/this-new-fileless-malware-hides.html",technews
"QNAP has issued firmware updates to address 9 new vulnerabilities affecting network-attached storage (NAS) devices, including a critical vulnerability that could be exploited to take over affected systems.

Read: https://thehackernews.com/2022/05/qnap-releases-firmware-patches-for-9.html",technews
"Security researchers have discovered a new Windows malware with worm-like capabilities that spreads via removable USB devices.

Read: https://thehackernews.com/2022/05/researchers-warn-of-raspberry-robin.html",technews
"Hackers using PrivateLoader's pay-per-install (PPI) service to spread a ""fairly sophisticated"" NetDooka malware framework that gives attackers complete control over infected devices.

Read: https://thehackernews.com/2022/05/hackers-using-privateloader-ppi-service.html",technews
"Researchers uncover a new cyber espionage campaign by Chinese ""Mustang Panda"" hackers using PlugX implant, custom stagers, reverse shells, and Meterpreter-based shellcode to persist long-term on infected endpoints.

Read: https://thehackernews.com/2022/05/experts-uncover-new-espionage-attacks.html",technews
"Google releases monthly security patches for Android with fixes for 37 vulnerabilities in various components, including a fix for an actively exploited vulnerability in the Linux kernel.

Details: https://thehackernews.com/2022/05/google-releases-android-update-to-patch.html",technews
"The National Institute of Standards and Technology (NIST) has published updated cybersecurity guidelines for managing risks in the supply chain, which is increasingly proving to be a lucrative attack vector.

Read: https://thehackernews.com/2022/05/nist-releases-updated-guidance-for.html",technews
"Google announced plans to implement support for passwordless logins in Android and the Chrome web browser, allowing users to log in across devices and websites regardless of platform.

Read: https://thehackernews.com/2022/05/google-to-add-passwordless.html",technews
"Researchers disclose details of two decade-old high-severity vulnerabilities in Avast and AVG antivirus solutions that could be exploited by attackers to take full control of targeted systems.

Read: https://thehackernews.com/2022/05/researchers-disclose-10-year-old.html",technews
"An insecure database from debt collection service ENCollect exposed data of hundreds of thousands of borrowers, had a total storage size of 5.8 GB, and contained a total of 1,686,363 records.

Read: https://thehackernews.com/2022/05/thousands-of-borrowers-data-exposed.html",technews
"Salesforce-owned #Heroku begins resetting users' passwords following the theft of #GitHub OAuth tokens, which involved unauthorized access to an internal customer database.

Read: https://thehackernews.com/2022/05/heroku-forces-user-password-resets.html",technews
"WATCH OUT! F5 warns of a new critical BIG-IP remote code execution vulnerability (CVE-2022-1388) due to missing authentication checks that could allow attackers to gain control of affected systems.

Details: https://thehackernews.com/2022/05/f5-warns-of-new-critical-big-ip-remote.html",technews
